unique_id,start,end,expected_hours,actual_hours,missing_hours,coverage_ratio,n_missing_blocks,largest_block_hours
CALI_SUN,2026-01-07,2026-01-22 07:00:00,368,368,0,1.0,0,0
CALI_WND,2026-01-07,2026-01-22 07:00:00,368,368,0,1.0,0,0
ERCO_SUN,2026-01-07,2026-01-22 05:00:00,366,366,0,1.0,0,0
ERCO_WND,2026-01-07,2026-01-22 05:00:00,366,366,0,1.0,0,0
MISO_SUN,2026-01-07,2026-01-22 04:00:00,365,365,0,1.0,0,0
MISO_WND,2026-01-07,2026-01-22 04:00:00,365,365,0,1.0,0,0
